protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterID,ClusterColor,Protein_names,Protein_fams,Gene_names,GO_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_LOC100692894.1.1.m.10137,0.00549893069491407,-0.00998321302057589,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100693418.1.2.m.990,-0.0308627736395388,0.00869834853112084,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100693418.2.2.m.56971,-0.0150509635925368,0.00317294968865396,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100693575.1.1.m.19082,-0.00568289637410031,-0.0232440884334849,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100693708.1.1.m.7688,-0.00637227951644154,0.001484377173562,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100693867.1.1.m.27278,0.000461877765299774,0.00124143846878417,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100694272.1.1.m.19247,-0.0117640975055274,-0.00283067989808216,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100694623.1.1.m.14876,0.00760599004061113,-0.00326520899609778,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100694648.1.1.m.18881,0.000162549631835258,0.00474149465210521,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100694901.3.3.m.66949,-0.00197197713245883,0.000318752048467376,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100695151.2.2.m.30573,0.00141826420018973,0.00325757334217185,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100695307.1.1.m.51209,0.000128467530967905,0.00367379536031876,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100695438.1.1.m.8594,0.00614777243425536,-0.00803034376464876,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100696358.1.1.m.27370,-0.000171009659586555,-0.0129989058938998,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100696604.1.1.m.40638,-0.00633809334041889,-0.0120237026904919,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100696668.1.1.m.31105,-0.0307331546029094,-0.0195585037249529,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100696985.1.1.m.17599,0.0179968155491598,0.00852332814902461,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100697247.1.2.m.37588,0.0174045527290006,0.02999866519742,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100697247.2.2.m.56896,-0.00238616893175426,0.00245314207115647,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100697720.1.2.m.5790,0.000889561805263499,0.00934416328727033,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100697793.5.6.m.62286,0.00510520681507218,0.00602911791468449,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100697862.1.1.m.27738,-0.0304385167853299,0.0101412770662441,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100698013.1.1.m.5420,-0.00273183721542016,0.000177397975459612,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100698240.2.4.m.14964,-6.53042329582384e-05,0.00866430026864151,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100698638.1.1.m.45171,-3.81442441999944e-05,0.00206049859749874,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100699093.1.1.m.20134,0.00070560285031377,-0.000677005577515442,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100699161.1.1.m.35139,0.0003495027231976,8.95856068736749e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100699383.1.1.m.63490,0.00470056100277142,-0.0073985931413532,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100699837.1.1.m.54956,-0.00335966230327807,0.00456099945870645,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100699850.1.3.m.3523,-0.00130438730753006,-0.00593472518244094,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100700188.1.1.m.30931,-0.0129915912239827,-0.00826781658539136,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100700230.1.1.m.57851,-0.00315756427855836,0.00462541635625758,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100700626.2.2.m.17262,-3.99241300246852e-05,0.00189748364319827,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100700757.1.1.m.23394,0.00279159611225783,-0.0313584304526719,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100701105.1.1.m.56657,-0.00513900982933592,-0.0132093907820713,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100701406.1.1.m.23796,-0.012664892247794,0.00712308541219621,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100701551.1.7.m.3948,0.00230513509640472,0.000602861773592573,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100701725.1.1.m.54512,0.00203489639109616,0.000279364376510439,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100702367.1.1.m.62543,0.00208793014592026,-0.011618149214011,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100703090.1.1.m.46433,-0.0236940039797606,0.0238915360626618,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100703202.1.1.m.10370,0.000696539320103782,0.00392467415100807,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100703289.1.1.m.53585,0.000608217950718773,-0.00127099001376932,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100703423.1.1.m.940,-0.000555674480521725,0.000602634882849186,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100703423.1.1.m.941,-0.00150346068445308,0.000616981786956565,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100703585.2.4.m.39510,0.0164709453947846,-0.0252337757218692,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100703956.1.1.m.31550,0.00428249199152306,0.00505751287280993,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100704039.1.1.m.21695,0.00745895826185618,-0.00415550846002554,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100704264.1.1.m.49420,0.00559765871346844,0.00189776886777476,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100704562.1.1.m.25340,-0.00193542901742572,-0.00131709067362742,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100704819.1.2.m.14210,0.0078148423706537,-0.00187623978076788,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100704819.2.2.m.49100,-0.00269237120645145,-0.00386862639492311,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100705265.3.3.m.40296,0.00214131791576532,-0.00388752542701301,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100705460.1.3.m.4908,-0.0164948865717639,0.00951469494461718,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100705726.1.1.m.17900,-0.00077482023836605,-0.0181911750707001,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100705966.1.1.m.45957,-0.012039505217721,0.0104403501290698,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100706133.1.1.m.56708,-0.0177040384298802,-0.0140963212747219,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100706374.1.1.m.51988,0.000875213268869901,-0.0324349280963166,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100706747.1.1.m.14818,-0.0156652272637664,-0.0275309223600309,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100707249.1.1.m.15336,-0.00727383704073704,-0.00765547317457134,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100707367.1.1.m.16292,0.0026339223846179,0.00723430516854308,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100707656.1.1.m.10569,-0.012341965893367,-0.0151027315100549,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100707920.1.1.m.27511,0.00470330581379534,-0.0123124640359088,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708024.1.2.m.7177,-0.00757684416181454,-0.00869931212955393,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708054.1.1.m.57813,0.00059790340353436,-0.000653751224210892,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708199.3.6.m.23799,-0.0128524357313172,-0.0081792583733623,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708199.6.6.m.57028,-0.00547030203312556,-0.00348128671052126,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708329.1.1.m.3319,-0.0115319196007005,0.0293664160459031,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708602.1.1.m.65805,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708650.1.3.m.10354,0.00684350170659279,-0.0124242583029423,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708717.1.1.m.5825,-0.00360092594616758,5.76798489881051e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708991.1.5.m.740,-0.0114262849162464,0.00232052122440966,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708991.2.5.m.29236,-0.0135698196977509,-0.0160092070847078,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100708991.5.5.m.59991,0.0119955947681481,0.0149990798284558,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100709262.1.2.m.17960,-0.00153316964233919,0.0216669301989198,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100709316.1.1.m.17221,-0.00527754961569276,0.00616037250520669,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100709493.2.2.m.59425,0.0251122717299223,-0.00428766202810187,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100709538.1.2.m.4299,-0.0263964122647807,0.0311658569519479,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100709617.1.1.m.10644,-0.00466101814982634,-0.022537424321895,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100709948.1.1.m.9245,-0.00291155322412955,0.00840430858894201,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100710392.2.2.m.14004,0.000171570455630269,0.00493324842430421,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100710565.1.1.m.5315,-0.00635482315601364,0.0144621591006416,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100710578.1.1.m.62426,-0.0226865018870424,0.00850726445757632,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100710612.1.1.m.5449,-0.00441587285978224,0.00308933492605426,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100710670.1.2.m.7245,0.00219396217522447,-0.0031430410050098,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100710670.2.2.m.45011,0.00206213957295366,-0.00196592730736446,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100710965.1.1.m.15140,-0.00367415148177607,-0.0316231228046043,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100711334.1.1.m.16928,0.00236169266682116,-0.00181497864534408,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100711559.1.1.m.10313,-3.57929018242683e-05,0.00437655743896332,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100711617.1.1.m.9209,0.00372091032877772,-0.0139807012032594,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100713637.1.1.m.16691,-0.00865024633322488,0.00164106865739184,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100714922.1.1.m.39817,0.00264891709248145,-0.000715813056783339,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100717261.1.1.m.51839,0.00362496723180352,0.00131680273447951,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100718468.1.1.m.11334,-0.00290193488440172,0.00035211954717153,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100720440.1.2.m.11473,-0.00515418314866842,0.0132750953531554,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100721364.1.1.m.15879,-0.000442328959371555,-0.0172206271081337,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100721584.1.1.m.52602,0.00203162180098727,-0.0079081933009641,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100723342.1.1.m.58414,-0.00188163196847255,0.00255445982809474,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100725472.1.2.m.5970,0.00320892758660569,0.0158070843749468,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100726220.1.1.m.8701,-0.00822706196924291,-0.0142284379046235,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100726448.1.1.m.26536,-0.00584689646212738,-0.00689481070737031,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100727159.1.1.m.60272,0.00719342640736313,-0.0130595405101144,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100727208.1.1.m.9365,-0.0104509306066983,-0.00665094644013478,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100727208.1.1.m.9366,-0.000123788316749254,0.00171116359777566,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100728625.2.2.m.51928,-0.00720995151268032,-0.00102308235331282,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100729623.1.2.m.6310,0.00201873526363742,-0.00457816479117749,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100730443.1.1.m.57698,-0.00668513348603099,0.0125969213413827,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100740246.1.1.m.25108,-0.000722508202271696,-0.0102605819850565,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100740578.1.1.m.65702,-0.00977043962460638,0.0118386136599181,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100740873.1.1.m.46472,-0.00190054012178167,-0.00120949904204661,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100741247.2.2.m.27816,-0.00842473344584949,0.00779467897478705,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100741250.1.2.m.48951,0.0105766825110282,0.00644534072213485,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100741406.1.1.m.29038,0.000341668038022195,0.00218599169052631,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100742152.1.2.m.4504,-0.000320011206941853,0.00364202284911089,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100742289.1.1.m.25180,0.00063868512982807,0.00303503014674292,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100743250.1.1.m.12309,0.0031457038535519,-0.000850059028852705,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100743251.1.1.m.16814,-0.00269986593557386,-0.00215834180024233,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100743492.1.1.m.58896,0.0229072435053739,0.0114052812992345,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100743548.1.2.m.18991,0.0090272767797611,-0.000699664088796513,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100743601.1.1.m.37797,-0.00629811681457611,0.0046007507673993,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100743901.1.1.m.4559,-0.000482583106318549,-0.00038854936983608,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100744089.1.1.m.58530,-0.012329164350896,0.0188127558378942,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100744356.1.1.m.49326,-0.00144004166956589,-0.00140492879444123,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100744369.1.1.m.56678,0.00178357874965496,0.0270246618850659,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100745330.1.1.m.65802,-0.00522866425272252,-0.00550941093077159,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100745429.1.1.m.27818,-0.0017355801979765,-0.00433174327699683,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100745778.1.1.m.27697,0.00164561363587458,-0.000412087003894901,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100748006.1.2.m.19013,-0.00260983051749536,-0.00987072111907036,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100748395.4.7.m.40663,0.000948519081513224,-0.00167687251651517,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100748436.1.1.m.33164,-0.00364235784202225,-0.0155308729940317,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100748625.1.1.m.24479,-0.000439459475538207,0.00187147140990708,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100749296.1.1.m.45471,0.00037533959167786,-0.00878337097315121,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100749463.1.1.m.6770,-0.000734832434639198,-0.00137690218008385,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100749506.1.1.m.8950,-5.72307078987127e-05,0.00759313777008076,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100749745.1.1.m.11523,0.00388826467445763,0.00459194055304416,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100752270.1.1.m.23081,-0.00829372723397257,-0.00424850688747867,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100755189.1.1.m.33307,0.000574649903428057,-0.00120590871810349,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100759507.1.1.m.30604,-0.00227921704718653,2.98342413437959e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100769755.1.1.m.59793,-0.00656440834311084,-0.0059124812575696,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100770235.1.1.m.2514,0.00288427303299054,-0.000779412954147477,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100770313.1.1.m.3513,0.0130801859553514,0.0121859552382806,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100808508.1.1.m.59055,-0.000585079294152508,-0.00495897064547422,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100841619.1.1.m.40382,0.00171109989675218,-0.000462388064553745,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100862999.1.1.m.11759,0.00124932565109593,-0.000603185186892713,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100863242.1.1.m.9849,-0.0016917550498256,0.00247244872079037,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100863386.1.1.m.37224,-0.00516512916397715,0.013439704994216,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100863781.1.1.m.33751,0.00692968705171876,-0.0116847883939355,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100863920.1.1.m.40408,-0.00156618594095335,0.000156641590831069,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100864134.1.1.m.41690,0.00486209966381802,-0.00882705736154477,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100864501.1.1.m.7850,-0.0254443967547529,0.0192730539277998,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100864577.1.1.m.8977,-0.00343078028257231,0.00742103985641005,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100865129.1.1.m.45329,0.00205873414771944,-0.000556328768297838,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100865286.1.1.m.17958,-0.00538831019537143,-0.00193029103130339,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100865976.1.1.m.15403,-0.00265930023564574,4.11917505197439e-05,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100866180.1.1.m.49582,-0.00792261894048957,-0.00810612313310817,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100867381.8.8.m.53059,0.00098427069057482,0.00750862407950712,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100867487.2.2.m.65146,0.00630760555007272,-0.00825829601056214,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100867628.1.1.m.1331,-0.000754408674405207,-0.003615612913318,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100867962.1.1.m.19193,-0.0117295672024356,-0.00246291092424327,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100869188.1.1.m.18952,-0.0240972554251494,0.0154890640155,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100869625.1.1.m.52959,0.00093948483653354,0.00213553891083441,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100870649.1.2.m.13573,-0.0135035854844809,-0.00772569381498925,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100872239.1.1.m.53052,-0.00169100250119923,0.00215730185271485,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100872507.1.1.m.21152,0.0173119425795046,0.00249266449915517,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100874620.1.1.m.23782,0.000288006347517417,-0.0119280962593802,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100875369.1.1.m.31446,0.00701734751651256,0.008854788687799,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100875390.1.1.m.24780,-0.00139462393285208,0.00104083434536837,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100875404.1.1.m.8506,-0.00703286899070156,-0.0283611096576214,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100875479.1.2.m.42509,-0.00674247637957717,0.00419812219803011,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100875585.1.1.m.8714,-0.00215209568854608,0.00559402630686378,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100875705.1.1.m.10980,-0.0100787621125614,0.00356280027998941,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100875978.1.1.m.34640,-0.0160763976825333,-0.0102309798008137,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100875987.1.2.m.7720,-0.00666525470536568,0.0070377567803955,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100876012.1.1.m.8280,0.00707588834716268,-0.0233877295472403,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100876515.1.2.m.37063,0.0112029937810213,-0.00399196083736386,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100876515.2.2.m.54514,0.000211515631952822,-0.000447678176851812,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100876659.1.1.m.19405,-0.0121922910461644,-0.00336429411168919,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100876663.1.1.m.4368,-0.00817889766284063,0.00169622560983994,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877311.1.1.m.25123,-9.88949011581192e-05,0.00280312938042156,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877335.1.1.m.8851,-0.00113521990656722,-0.000853730813555317,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877393.1.1.m.26310,-0.00575013725297868,0.0114547213705714,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877438.2.2.m.37290,-0.00386552061634065,0.0134254495294316,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877549.1.1.m.8321,-0.0064352224162011,-0.0040953596604188,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877554.2.2.m.34916,0.00367830652335901,0.0287754692523217,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877618.1.1.m.39871,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877689.1.2.m.14376,0.00379334510549307,0.0102986018370663,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877689.2.2.m.26187,0.00074800942349902,-0.000910657261732139,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877728.1.1.m.19879,-0.000934910797007364,-0.00180799224833814,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877749.1.1.m.65236,0.000126147900102574,0.00289389103007481,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877947.1.1.m.51907,0.00221444449434159,0.000503682932832906,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100877992.1.1.m.1507,-0.0182946840526419,0.0292889915156488,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100878123.1.1.m.55730,0.0183375919844805,0.010360960943883,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100878391.1.1.m.28644,0.00782272085545717,0.0109952595163257,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100878601.1.1.m.15486,-0.00345048077996057,-0.0118284401193906,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879052.1.1.m.53743,-0.0105799094447214,-0.00673302825427034,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879129.1.1.m.44467,0.00391566579593851,0.00179879724319811,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879250.1.1.m.24381,0.000719109936762657,-0.00157767130059222,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879339.1.1.m.20204,-0.0095896048297432,-0.00174299107497752,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879389.2.2.m.63959,-0.000347590406987498,-0.00272504230060391,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879487.1.3.m.20887,-0.0175920725845969,-0.0111955515670659,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879487.2.3.m.32793,-0.00729834409743191,-0.010283352760008,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879487.3.3.m.33048,-0.0116765683949072,0.0149146449558132,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879487.3.3.m.33049,0.00516546108761956,-0.00135225703906932,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879690.1.1.m.18064,0.0023363688549764,0.0152284937458907,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879804.1.1.m.59833,-0.00761822661376462,0.0239013159436024,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879890.1.1.m.4963,0.00392032212376179,0.00414822706000589,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879964.1.1.m.1780,-0.00800063523103724,0.00707624645472289,No,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100879981.1.1.m.57826,-0.0121566278125781,0.0116243299376977,No,NA,NA,NA,NA,NA,NA,NA,NA
