"Supplemental Table 5. ASCA temperature effect scores, clustering, and GO enrichment analysis results. ",,,,,,,,,,,,
protein_ID,ASCA_PC1_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_LOC100376426.3.3.m.65900,-0.012896217,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376429.1.1.m.24844,-0.021587384,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376442.1.1.m.40651,0.007658477,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376457.1.2.m.11537,-0.002131355,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376457.2.2.m.51737,0.002340986,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376500.1.1.m.36606,-0.00182276,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376608.2.4.m.47059,0.007352267,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376608.3.4.m.51379,-0.007003275,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376610.3.3.m.19687,-0.007159844,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376688.1.8.m.12067,-0.001321413,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376708.2.2.m.19660,-0.000116132,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376733.1.1.m.12140,0.001964809,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376759.2.2.m.59482,-0.007018697,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376802.2.2.m.60631,0.002351163,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376807.1.1.m.22568,0.018176271,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376827.1.1.m.60291,-0.004604786,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376857.1.7.m.30171,-0.016568529,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376857.4.7.m.47467,-0.003578611,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376863.1.1.m.65235,-0.001037159,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376864.2.4.m.20389,-0.012536961,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376880.1.1.m.475,-0.012591392,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376902.1.1.m.20390,-0.004143784,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376908.1.4.m.112,0.01327097,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376932.1.1.m.12642,0.000172063,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100376984.1.1.m.15840,-0.000892033,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377001.1.2.m.10821,0.000827779,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377001.2.2.m.52324,-0.009557669,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377024.2.2.m.63302,-0.002656413,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377034.1.1.m.6251,0.001963989,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377054.1.1.m.8489,0.000805587,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377058.1.1.m.22299,0.00050074,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377066.1.2.m.18381,0.011252759,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377077.1.1.m.9907,-0.00568091,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377089.1.2.m.5892,-0.003397073,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377100.1.1.m.51994,-0.000754535,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377119.1.1.m.44037,-0.006407631,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377154.3.4.m.52896,-0.005216674,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377160.2.2.m.55835,0.002722511,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377173.1.2.m.37698,-0.019165822,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377173.1.2.m.37699,0.023473437,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377184.1.1.m.16090,-0.002439396,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377195.1.2.m.28624,-0.013458685,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377200.1.2.m.19811,0.003506547,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377220.1.1.m.36306,-0.007270057,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377233.1.1.m.30409,0.001606307,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377235.1.2.m.30935,-0.00129301,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377243.1.1.m.6500,-0.004227815,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377244.1.2.m.31458,-0.009703889,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377267.1.1.m.49876,0.000325454,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377311.6.14.m.34688,-0.00649093,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377323.1.1.m.23683,-0.008051104,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377347.1.1.m.11235,0.014319843,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377362.1.1.m.10266,0.000519193,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377364.1.2.m.4828,-0.000613086,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377364.2.2.m.52803,0.004260778,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377378.1.1.m.64418,-0.002798885,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377381.1.2.m.29868,-0.006546204,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377381.2.2.m.49035,-0.002869229,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377392.3.4.m.26363,-0.005634252,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377392.4.4.m.65974,-0.00301359,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377398.1.1.m.44441,0.020114436,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377412.1.1.m.41404,-0.003009875,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377435.1.1.m.46017,0.013462227,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377460.1.1.m.38781,0.001767169,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377487.1.1.m.27964,0.019148624,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377495.1.1.m.17707,0.010822828,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377501.1.1.m.13155,-0.019592295,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377541.2.4.m.15307,0.018882919,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377560.1.1.m.66612,-0.017215581,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377596.1.1.m.7350,-0.014096055,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377647.1.2.m.10110,-0.012754587,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377677.1.2.m.23471,0.007481345,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377677.2.2.m.27049,0.008944324,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377682.1.1.m.31441,0.008707986,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377736.1.1.m.251,-0.010643914,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377751.1.1.m.26359,-0.005074425,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377755.1.1.m.1005,0.001170557,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377755.1.1.m.1006,-0.003695733,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377759.10.15.m.45798,1.04E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377759.15.15.m.64824,0.008588792,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377771.1.1.m.7044,0.000975114,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377780.8.11.m.53259,-0.018859728,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377783.1.1.m.14549,-0.003365763,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377801.1.1.m.10929,-0.014341406,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377837.2.2.m.7996,-0.000527861,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377856.1.2.m.13657,-0.006280865,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377856.2.2.m.43339,0.003005439,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377864.1.1.m.33298,-0.020459145,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377872.1.1.m.30372,-0.003658845,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377901.1.1.m.7173,0.002999227,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377934.1.1.m.48699,-0.010259268,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377974.1.1.m.6543,0.008168802,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100377982.1.1.m.43510,-0.009317579,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378002.1.1.m.47564,0.002037713,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378011.2.2.m.52041,-0.00847124,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378054.4.4.m.63855,0.000866644,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378071.1.1.m.40488,-0.002765628,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378083.1.3.m.26711,-0.020699086,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378083.3.3.m.65631,0.004332224,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378099.1.1.m.22676,-0.002316819,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378099.1.1.m.22677,0.008725462,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378116.1.3.m.22707,0.009678904,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378116.3.3.m.60538,0.008405561,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378195.1.1.m.46024,0.001386483,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378204.1.1.m.40064,-0.013740884,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378209.1.2.m.7335,-0.006161749,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378221.1.1.m.29052,0.001781461,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378252.1.1.m.16877,-0.000566568,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378255.1.1.m.63185,-0.010930347,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378269.1.2.m.12226,-0.018167851,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378295.1.4.m.3278,0.00365757,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378322.1.1.m.16268,0.000194386,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378331.1.1.m.47480,-0.004162903,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378364.1.1.m.53053,-0.0028228,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378410.1.1.m.18106,-0.002458341,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378414.1.1.m.34038,-0.006058411,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378430.1.1.m.63142,-0.007704086,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378510.1.1.m.9865,0.002499734,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378526.1.1.m.16747,0.002419196,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378553.1.1.m.7444,-0.001414237,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378570.1.1.m.25501,-0.001723384,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378584.1.3.m.38091,-0.003444005,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378607.1.2.m.17330,0.000121624,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378615.1.2.m.25321,0.007500076,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378618.1.1.m.48704,0.002216678,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378619.1.2.m.21468,-0.01865002,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378619.2.2.m.36047,-0.008061478,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378642.1.1.m.54868,0.027284669,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378644.2.2.m.58497,0.000936325,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378652.1.1.m.5656,-0.000761908,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378652.1.1.m.5657,-0.000261244,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378652.1.1.m.5658,0.002396854,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378653.1.3.m.42107,0.006859824,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378658.1.1.m.38454,0.008828369,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378676.3.8.m.43012,-0.009290363,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378691.2.2.m.40118,-0.004879609,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378714.2.4.m.30802,-0.000834937,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378719.1.1.m.7367,-0.00427227,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378760.1.1.m.37015,-0.000917755,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378816.1.1.m.10997,-0.022518855,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378818.2.2.m.27217,0.011723496,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378821.1.1.m.8967,-0.006357066,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378839.1.1.m.21328,-0.003723193,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378844.1.4.m.7322,-0.002010103,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378848.1.1.m.29949,0.004868255,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378849.1.1.m.21445,-0.004688736,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378873.3.3.m.30410,-0.020771512,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378881.1.1.m.29212,0.001301947,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378892.1.1.m.41502,-0.000210633,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378901.1.2.m.29418,-0.002298327,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378967.1.1.m.62298,0.004628857,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378969.2.2.m.31240,-0.005483212,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378993.1.1.m.13997,0.000111837,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100378999.1.1.m.36850,-0.013875773,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100379008.4.4.m.54023,0.010246655,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100379027.1.1.m.27022,-0.003355552,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100379049.1.1.m.51860,-0.013281425,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100402577.1.1.m.44548,0.014442566,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100459096.3.3.m.45135,0.004474924,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100462678.2.2.m.28619,0.009885161,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100465916.1.1.m.44328,-0.011948172,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100471656.2.2.m.34266,-0.008218538,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100472408.1.1.m.17281,0.008629918,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100476601.1.1.m.9343,-0.009040354,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100485159.1.1.m.30340,-0.004910804,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100485247.1.1.m.37690,0.018823393,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100485356.1.1.m.21339,0.006571028,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100485485.1.1.m.27961,-0.005944992,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100485536.1.1.m.48204,0.018243419,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100485604.1.1.m.45268,-0.008691623,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100486001.1.1.m.6209,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100486063.2.9.m.5918,-0.002497409,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100486063.5.9.m.39538,0.002542765,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100486063.6.9.m.44250,-0.005015608,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100486063.9.9.m.65186,0.006324319,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100486357.1.1.m.51050,-0.006756464,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100486738.1.2.m.63464,0.007809331,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100487213.2.4.m.53374,0.006009076,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100488715.1.1.m.61241,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100488894.1.5.m.4048,-0.010623585,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100489126.1.1.m.18822,-5.58E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100489926.1.3.m.3642,0.008234097,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100489929.1.1.m.51437,0.012922752,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100490321.2.2.m.54266,0.006298164,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100490454.1.1.m.64455,0.004844015,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100491753.1.3.m.45589,0.007186265,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100491886.1.1.m.26703,-0.003485251,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100492442.1.1.m.16466,-0.002409384,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100492576.1.1.m.7775,0.000496804,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100492683.1.1.m.63753,-0.004898138,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100493179.5.15.m.32003,-0.00729446,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100493440.1.2.m.17291,0.000125615,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100493600.1.1.m.58682,-0.009953865,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100495846.1.1.m.11305,-0.00282027,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100496973.2.8.m.19997,0.002054697,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100496973.4.8.m.55256,-0.007149603,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100497129.3.8.m.32060,-0.015120831,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100497129.6.8.m.41866,-0.017337667,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100497129.7.8.m.41875,0.01153235,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100498109.3.3.m.55841,-0.00702579,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100502592.1.1.m.27996,-0.009409113,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100524481.1.1.m.14740,0.0258777,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533218.1.1.m.56993,0.005417848,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533220.2.2.m.13989,0.005149328,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533220.2.2.m.13990,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533220.2.2.m.13991,0.01115133,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533225.1.2.m.36896,-0.007353557,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533245.3.6.m.31982,0.015241326,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533245.3.6.m.31983,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533258.6.6.m.48142,0.001592677,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533258.6.6.m.48143,0.001538719,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533261.1.1.m.36141,0.001192624,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533283.1.1.m.54357,-0.000825932,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533284.1.2.m.25143,0.000127635,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533289.6.6.m.59221,-0.015546822,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533290.1.1.m.9001,-0.003518192,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533291.4.7.m.29195,-0.012974616,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533294.1.3.m.35108,0.001455588,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533294.2.3.m.36820,0.017203345,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533315.1.3.m.40003,-0.017382036,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533316.2.2.m.47773,-0.009816997,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533319.1.2.m.46,0.005665607,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533325.1.1.m.55617,-0.012341743,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533330.1.2.m.2565,-0.009715277,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533341.1.1.m.1846,-0.000947057,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533349.3.5.m.52212,-0.001692521,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533356.6.6.m.63561,-0.016242041,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533357.1.2.m.56848,0.000811312,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
