"Supplemental Table 4. ASCA time effect scores, clustering, and GO enrichment analysis results. ",,,,,,,,,,,,,
protein_ID,ASCA_PC1_loadings,ASCA_PC2_loadings,ASCA_PC_threshold_pass,ClusterColor,SimpleClusterColor,UniprotID,Protein_names,Protein_fams,Gene_names,GO_terms,GO_bp_IDs,sig_bp_GO,sig_bp_GOslim
CHOYP_LOC100533411.1.1.m.37112,0.001035468,0.010740973,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533437.1.2.m.4596,6.52E-05,-0.025505917,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533444.1.1.m.33578,0.001668781,-0.016729115,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533447.1.3.m.37261,-0.001393097,0.027695905,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533447.2.3.m.44496,0.004610256,0.000705321,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533447.2.3.m.44497,-0.005833017,-0.016982788,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533450.1.1.m.54334,-0.003867016,0.003292766,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533455.1.9.m.3607,-0.008407137,0.005681876,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533521.2.2.m.52097,0.003294697,0.005014488,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533524.1.1.m.33932,-0.012890104,0.015644532,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533528.2.2.m.26125,0.001245347,0.001384911,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100533537.1.1.m.36,0.002661573,-0.005106356,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100535066.1.2.m.15640,-0.000679803,-0.000393454,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100537361.1.1.m.55516,-0.014564073,0.000279827,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100538313.1.1.m.64152,0.013718733,0.008158835,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100538996.1.1.m.14935,-0.010505,-0.010047873,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100539769.1.1.m.36990,0.005595935,-0.000746856,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100540539.1.1.m.14519,0.000553621,0.010306012,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100541322.1.1.m.43256,0.00102645,0.000422399,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100543236.1.2.m.20322,0.005451576,0.006438171,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100543709.1.1.m.32086,0.007367583,-0.007486527,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100546924.1.2.m.34506,-0.012823883,-0.006286425,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100547490.1.1.m.5822,0.02027277,0.020756928,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100548534.1.1.m.26484,-0.01814108,-0.011544939,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100548534.1.1.m.26485,-0.017665487,-0.011242272,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100549486.1.1.m.54965,-0.008377372,-0.005331339,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100552087.1.1.m.26238,-0.012278874,0.018179385,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100552337.1.1.m.19614,-0.003314229,0.004136303,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100552374.1.1.m.21979,-0.014835186,-0.002603782,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100552730.1.1.m.18699,-0.009849,-0.006267879,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100553519.1.1.m.20707,-0.002941633,0.003646742,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100553663.1.1.m.58460,-0.009252697,-0.016970586,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100553687.1.1.m.61663,-0.002057865,0.002362039,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100553809.1.1.m.45965,0.000710782,-0.005974142,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100554313.1.1.m.20949,-0.019084801,0.024259071,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100554450.1.1.m.66550,-0.013945412,-0.000720312,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100554578.1.2.m.7421,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100554670.1.1.m.4865,-0.000265499,0.000750818,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100555223.1.1.m.47612,0.011716409,-0.015986357,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100555295.1.1.m.51356,-0.002063425,0.016982366,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100555755.1.1.m.58711,0.004365521,0.005155568,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100556034.2.2.m.15378,0.010417241,-0.014307655,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100556517.1.1.m.22221,-0.013187132,-0.031083717,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100558815.1.1.m.30536,-0.002555738,-0.002098334,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100558843.1.1.m.14396,-0.019188615,0.017544542,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100559879.1.1.m.8598,-0.015464582,0.016309411,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100559941.1.2.m.12240,-0.001895802,0.002902989,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100560334.2.3.m.42997,0.018616605,-0.00751434,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100560768.1.1.m.18804,-0.017548526,0.022516513,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561086.1.1.m.13015,-0.021303441,0.015767097,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561262.1.1.m.16846,-0.001707032,0.000470078,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561410.1.1.m.58687,-0.008062633,0.006006781,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561810.1.1.m.8656,-0.024346468,0.022742027,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100561894.1.1.m.45814,-0.010372771,-0.004712664,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100562697.1.1.m.27375,-8.74E-05,-0.003971963,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100562954.1.1.m.27429,0.007408756,0.016675271,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100563402.1.1.m.5257,-0.012121351,-0.011634179,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100563554.1.1.m.49953,0.002391558,0.006989598,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100563867.1.1.m.11836,0.003137531,-7.58E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100563952.1.1.m.30232,0.003571135,-0.002915313,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100564140.2.2.m.10031,-0.006082274,0.008257154,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100564354.1.1.m.46361,0.002074592,0.000198731,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100564832.1.1.m.43026,-0.00324571,-0.029049708,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100565366.1.1.m.49990,0.002372115,0.001728156,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100565534.1.3.m.28075,-0.034604116,0.010766222,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100565534.2.3.m.29570,-0.000268032,0.002203663,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100566943.1.2.m.35349,-0.003455158,0.016734213,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100566968.1.1.m.15268,0.005746303,0.003339982,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100567114.1.1.m.39091,0.017338585,0.014285441,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100567407.1.1.m.8503,-0.003866929,-0.008543456,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100567969.1.1.m.26460,-0.001421563,-0.010518482,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100568234.1.1.m.60837,0.003726416,-0.006529044,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100571875.1.1.m.48861,-0.005427247,0.018826751,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100575377.1.10.m.10592,-0.011324774,-0.002053096,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100576447.2.2.m.55515,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100577801.1.1.m.7007,0.002440071,0.002881661,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100617548.1.1.m.64248,-0.014331678,-0.009120644,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100618341.1.1.m.42477,-0.003658912,-0.006099415,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100619435.1.2.m.28884,-0.003906734,0.009860246,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100631809.1.2.m.30895,-0.013113386,-0.025834832,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632370.1.1.m.25156,-0.012631078,0.016748916,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632618.1.3.m.23426,-0.003118784,0.004233989,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632618.2.3.m.30752,-0.012341694,-0.007854224,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632738.1.1.m.4911,0.010781234,-0.010681558,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100632832.1.1.m.45608,-0.012034785,0.012525048,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633041.1.1.m.35428,0.000160246,0.004681126,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633059.1.1.m.20098,0.006796105,-0.008821429,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633075.1.4.m.4467,0.002653773,-0.006064367,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633077.1.4.m.4444,-0.002356271,0.000151419,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100633077.4.4.m.62658,0.002218994,-0.000897561,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634021.1.1.m.53536,-0.006199062,-0.011843718,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634556.1.1.m.45015,-0.004181336,0.011239774,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634688.3.6.m.36725,0.008966596,-0.029035219,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634688.6.6.m.63689,-0.002340256,0.003651138,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100634891.1.1.m.11488,-0.006287275,0.004955191,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635182.1.1.m.5368,0.012803784,0.003443025,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635245.3.4.m.44747,0.014574709,-0.009499622,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635352.1.1.m.9481,0.004808785,0.005679052,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635487.1.1.m.21915,0.016689909,0.009266962,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635694.1.1.m.24761,-0.005106362,0.003999582,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100635715.2.9.m.8040,0.00316894,0.000612253,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636110.1.2.m.5041,0.003132041,0.002493968,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636340.1.4.m.5143,-0.003502624,0.003774716,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636340.3.4.m.44279,0.00534186,0.016391292,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636340.4.4.m.50991,0.001368577,-0.003098887,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636433.3.4.m.27077,0.005838144,0.002519497,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636493.1.1.m.65727,0.001516101,0.0037888,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636568.1.1.m.16013,-0.006613875,-0.004184597,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100636813.1.1.m.19517,-0.013711107,-0.011142305,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100637812.1.1.m.1303,0.008154723,-0.030390662,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100637925.1.4.m.34491,0.00215564,-0.002729126,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100637925.3.4.m.48236,0.009560656,0.002467182,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638337.1.1.m.19693,0.013097717,-0.006034177,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638372.1.1.m.60468,4.68E-05,0.002183884,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638431.10.10.m.59513,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638431.3.10.m.24462,-0.019082468,-0.006525619,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638431.4.10.m.48496,-0.012568227,0.007345716,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638431.8.10.m.58430,0.010166954,0.003171012,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638860.2.2.m.44785,0.000122294,-0.002314991,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100638885.1.4.m.28187,-0.00944485,-0.002738069,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100639369.1.1.m.23669,0.013571696,0.004946024,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100639574.1.1.m.40201,0.006459118,-0.011726417,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100639626.1.1.m.61641,0.000533021,-0.000643508,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100639879.1.1.m.38832,0.008894971,-0.009540651,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640001.1.2.m.37241,0.00314329,0.000319901,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640001.2.2.m.62667,0.003766991,-0.001616792,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640206.1.1.m.48266,-0.002148923,0.005076439,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640260.1.2.m.21931,-0.008642228,-0.005499893,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100640618.1.1.m.4378,0.017289632,0.011356237,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100641267.1.2.m.49206,-0.002774929,0.002817036,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100641267.2.2.m.57947,-0.001996841,-0.006063369,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100641892.1.1.m.56601,0.000469096,-0.005065416,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100641969.1.1.m.7196,0.003787398,-0.006768577,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642024.1.2.m.38402,0.000800628,-0.002778757,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642349.1.1.m.53035,0.001472473,0.003049004,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642494.1.1.m.58088,0.002814899,0.008572663,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642680.1.1.m.6611,-0.033714833,0.007797497,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642881.1.1.m.14183,0.000989178,-0.001315835,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642891.1.1.m.25638,0.003892838,0.012369591,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642891.1.1.m.25639,-0.01081392,0.009858492,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100642984.1.1.m.28915,0.006140596,0.020395625,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100643070.1.1.m.40176,-0.002153395,0.002193001,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644321.3.7.m.24037,-0.002040664,-0.002494447,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644321.6.7.m.56495,-0.001357541,-0.000332383,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644613.1.1.m.55011,0.011363277,0.007533575,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644701.2.2.m.54959,0.00185918,0.018257858,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100644701.2.2.m.54960,-0.007732183,-0.006560574,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100645183.1.1.m.53488,-0.004614546,-0.001316295,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100645380.1.1.m.14246,0.029185667,0.006603823,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100645450.1.1.m.39898,0.005942161,-0.013466278,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100645706.1.1.m.62733,-0.003473737,0.015932793,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100646524.1.1.m.44445,0.000897242,-0.003653647,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100646535.1.1.m.61774,-0.000252239,0.000738872,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100646574.1.1.m.55144,0.001293527,0.000876501,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100646810.1.1.m.25033,0.00227228,0.002505538,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100647135.1.2.m.21531,0.001663252,0.001964258,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100647521.2.2.m.59908,0.003689295,-0.025661745,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100647948.1.1.m.9650,-0.001763891,0.005237463,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100648051.2.2.m.61174,-0.000816419,0.003150644,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100648516.1.1.m.64902,0.007578473,0.002859884,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100649130.1.1.m.58207,0.001616079,-0.000583139,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100649205.1.1.m.39938,0.00034844,-0.017753487,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100649375.1.1.m.21222,0.007232119,0.003883578,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650469.1.2.m.42139,-0.016542888,0.004585965,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650552.1.1.m.44153,-0.001801295,0.007106801,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650613.1.1.m.10270,0.000125007,0.002574467,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650648.1.2.m.24726,0.002386331,0.005383311,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100650709.1.1.m.12958,-0.016407636,-0.00282544,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100651274.1.1.m.26220,-0.011483653,-0.018050681,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100651327.1.1.m.34619,-0.004613134,-0.008998072,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100651687.1.1.m.39884,-0.00567228,-0.003609825,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100653683.1.1.m.7478,-0.022340782,-0.011028618,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100655005.1.1.m.51334,-0.006681539,0.004589873,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100656236.1.1.m.27240,0.000803962,-0.001942846,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100658481.1.1.m.8712,0.01105568,0.012534328,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100659825.1.1.m.62706,-0.002510231,0.011166528,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100668913.1.1.m.6819,-0.005474199,-0.021561037,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100669963.1.1.m.57300,0.002673655,0.014827209,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100670231.1.1.m.6369,0.002283225,-0.00795509,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100672555.1.1.m.15827,-0.022027485,-0.00024667,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100677972.1.1.m.12181,0,0,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100678100.1.1.m.14602,-0.006689755,0.003023919,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100678410.1.1.m.16114,-0.0152905,0.008527736,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100679233.1.1.m.21455,-0.001560309,-0.001306549,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100679608.1.3.m.1597,-0.004146627,-0.016828845,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100679620.1.1.m.66367,-0.005253748,-0.000544329,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100680210.1.1.m.5750,0.004346356,-0.003330662,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100681683.1.1.m.60729,-0.005058928,0.002861572,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100689951.1.1.m.56514,0.00099667,-2.03E-05,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100690782.1.1.m.26094,-0.00012373,0.000754427,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100690874.1.2.m.62880,0.004169483,0.009788855,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691034.1.2.m.10976,0.00024861,0.000151008,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691144.1.1.m.47006,0.001154034,-0.000733669,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691455.1.1.m.3282,0.002723473,-0.001710648,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691486.1.1.m.24964,0.010208578,-0.006685403,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691486.1.1.m.24965,-0.001166997,0.019600897,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691601.2.2.m.40748,0.003693148,0.004361513,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100691676.1.1.m.64226,0.005318196,-0.018444261,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692139.1.1.m.27787,-0.004125824,0.000511408,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692402.2.2.m.49856,0.004880577,0.005763836,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692418.1.1.m.55157,-0.005400534,0.000971706,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692418.1.1.m.55158,0.000120077,0.003279275,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692795.2.2.m.50682,0.027210307,-0.002906983,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692883.1.1.m.5437,-0.006154697,0.030066345,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100692894.1.1.m.10137,0.005498931,-0.009983213,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHOYP_LOC100693418.1.2.m.990,-0.030862774,0.008698349,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
